pts,elo_i,win_equiv,game_result
112,1306.4016,21.708887,L
126,1336.4614,25.578695,W
121,1558.1115,47.638645,W
114,1499.976,40.700325,L
117,1627.8506,54.244133,W
113,1439.8896,34.72419,L
130,1573.0425,49.253521,W
128,1497.6447,40.351818,L
109,1638.5457,55.929726,W
104,1616.9725,52.170467,L
99,1298.92,20.463402,L
122,1438.244,36.325279,W
109,1579.1985,48.98093,L
110,1510.8877,42.66943,W
97,1400.0319,30.539139,L
98,1340.308,25.563286,W
106,1586.861,50.458641,W
102,1546.7903,45.671829,L
109,1570.8373,49.20079,W
101,1603.2498,51.044392,L
108,1435.9012,36.584915,W
100,1638.6226,53.176102,L
88,1352.1617,25.97027,L
108,1556.7576,47.459648,W
110,1607.7974,51.388882,L
112,1343.943,26.305063,W
91,1367.035,26.696377,L
108,1543.2793,46.788612,W
101,1629.4962,54.482723,W
99,1578.3198,48.997055,L
84,1456.293,34.900082,L
104,1557.0773,48.758175,W
102,1647.7208,56.787201,W
82,1417.2358,31.64113,L
117,1453.787,35.522758,L
124,1574.9312,49.69347,W
123,1492.3673,41.155563,W
115,1348.2732,25.279539,L
112,1575.6151,49.485504,W
100,1283.3771,20.072069,L
100,1343.7719,24.47352,L
107,1327.9888,25.246468,W
129,1618.2308,53.609203,W
123,1590.3719,50.006165,L
112,1562.3972,49.050156,W
104,1596.291,49.661987,L
104,1396.568,31.831497,W
91,1514.4711,41.299278,L
100,1351.9478,25.944862,L
113,1500.0302,41.570332,W
124,1340.2406,26.628607,W
120,1580.6276,47.944233,L
86,1560.6461,46.394005,L
93,1599.7926,52.400414,W
119,1582.7012,50.340202,W
110,1582.387,49.010479,L
121,1576.3013,49.674122,W
99,1446.017,34.88472,L
108,1585.8279,50.49435,W
101,1356.2115,26.246597,L
109,1409.6388,33.658939,W
99,1495.6902,38.797409,L
101,1278.3646,19.233994,L
114,1407.7263,32.737843,W
100,1657.2303,57.786564,W
84,1501.4003,40.112686,L
103,1331.52,23.891665,L
116,1575.7749,49.667725,W
97,1554.1028,45.802929,L
105,1439.96,35.883736,W
82,1632.0411,53.229378,L
101,1577.796,50.525864,W
90,1351.3079,25.962856,L
115,1622.7749,53.904442,W
97,1618.7881,52.285217,L
110,1575.908,49.995003,W
94,1418.6886,32.226013,L
110,1544.546,46.329678,W
89,1550.2695,46.704357,W
86,1503.9846,41.254219,L
112,1589.1802,51.155128,W
99,1591.0491,49.704803,L
99,1347.9933,26.165651,W
98,1324.8507,23.681925,L
114,1267.4023,20.250322,W
112,1582.5081,48.337032,L
105,1668.5438,57.934185,W
99,1449.5167,35.708935,L
92,1348.1915,25.001379,L
102,1439.8102,35.986313,W
102,1355.4755,26.213224,L
115,1477.5289,39.271824,W
81,1610.1692,51.739826,L
82,1340.6104,25.89135,W
106,1625.8912,53.069103,L
112,1490.0868,41.033344,W
122,1582.4442,50.177856,W
102,1427.8,33.141846,L
93,1573.4103,48.008678,L
96,1590.7316,51.224171,W
93,1617.113,50.285469,L
120,1413.589,35.116898,W
89,1450.5098,34.59874,L
110,1608.98,53.580326,W
109,1322.4233,25.000065,W
96,1482.0621,37.698879,L
105,1598.1165,51.38868,W
90,1280.6559,20.11998,L
94,1565.3927,48.662239,W
92,1582.8143,48.994026,L
83,1337.4919,24.63134,L
99,1500.9707,41.692497,W
96,1350.9423,26.651007,W
94,1447.823,35.217033,L
94,1350.4207,27.250978,W
92,1597.4149,49.986992,L
100,1622.4709,52.803272,L
109,1569.2545,49.159023,W
83,1572.4622,47.893318,L
106,1670.2375,58.587395,W
103,1422.6949,32.714703,L
111,1498.865,41.477695,W
80,1566.0254,47.412952,L
81,1553.2834,47.303356,W
93,1549.6456,44.859951,L
97,1347.4033,27.194662,W
94,1603.3762,52.250843,W
87,1588.63,49.761524,L
80,1559.1191,46.76651,L
82,1437.0188,35.135197,W
115,1442.072,36.090923,W
111,1467.0083,36.716164,L
113,1587.5493,50.639698,W
103,1503.1013,40.990192,L
97,1337.4772,25.754639,W
83,1333.3131,23.895695,L
111,1560.1897,46.713524,L
124,1599.7905,52.054844,W
121,1585.7161,50.402905,W
96,1362.1997,26.871099,L
89,1505.1495,40.423729,L
102,1608.6255,53.413921,W
85,1355.7189,25.50308,L
111,1564.8931,49.171909,W
101,1585.6359,49.049366,L
109,1677.8066,59.378784,W
115,1589.8109,49.959393,L
119,1577.3813,49.606434,W
120,1583.3807,50.880817,W
96,1361.5945,26.158428,L
101,1278.9818,19.824451,L
109,1575.7449,49.379051,W
79,1535.4545,44.272736,L
92,1614.3441,53.343655,W
102,1418.4586,32.20462,L
103,1451.5219,36.61729,W
98,1498.4536,41.109531,W
97,1324.8972,23.797245,L
96,1358.1049,26.759573,L
98,1553.3726,46.837696,W
96,1443.0464,36.191139,W
88,1553.8878,45.792305,L
88,1579.5679,49.026085,L
92,1619.985,53.677101,W
124,1592.197,51.475727,W
89,1457.5585,35.838402,L
106,1585.3595,50.936977,W
91,1606.6077,51.091087,L
99,1345.8931,25.62039,L
102,1529.8136,44.427708,W
94,1456.6052,33.321068,L
116,1350.3414,29.170698,W
98,1581.8328,48.996254,L
102,1493.053,41.059963,W
79,1275.1588,19.529188,L
112,1544.4434,46.191044,W
94,1687.149,57.867668,L
102,1554.5803,48.641338,W
105,1577.5093,49.779789,W
93,1323.7595,23.277426,L
97,1499.5913,40.73473,L
104,1594.6338,51.23307,W
98,1424.4672,34.09761,W
91,1499.1188,40.258118,L
113,1576.2935,49.384167,W
111,1583.5632,49.446377,L
113,1356.8971,27.245218,W
108,1382.4795,28.668703,L
106,1343.1027,25.069883,L
118,1442.2501,35.633457,W
87,1548.3019,44.925388,L
100,1449.0776,37.104263,W
89,1531.3009,45.038822,W
77,1271.3003,19.085474,L
94,1669.4736,56.4459,L
117,1600.6779,53.032112,W
109,1317.7056,22.981422,L
140,1596.7648,51.433624,W
103,1496.0182,41.632359,W
98,1452.4908,35.308212,L
105,1572.2557,48.17334,L
110,1576.0626,49.49025,W
113,1595.2024,51.625977,W
103,1598.2069,50.540592,L
96,1575.767,47.881371,L
123,1620.722,54.45203,W
92,1447.0911,36.920452,W
87,1537.1757,43.743435,L
124,1616.7271,53.558353,W
118,1432.1122,33.537113,L
91,1567.6436,46.566719,L
101,1338.2617,26.489292,W
97,1362.1378,26.057791,L
111,1461.2955,38.449097,W
106,1377.2388,28.548502,L
111,1631.7131,54.56995,W
107,1504.576,42.145435,W
102,1314.2218,22.56953,L
109,1344.4058,28.214546,W
71,1265.4255,17.064379,L
108,1443.933,35.962261,W
105,1579.6188,48.744469,L
94,1580.6748,47.248711,L
114,1591.1975,52.701462,W
94,1580.2379,48.111607,L
124,1602.2118,52.906029,W
96,1536.084,45.38591,W
94,1413.3752,31.761824,L
87,1564.7759,46.906677,L
101,1540.5199,46.370762,W
124,1353.9592,27.355953,W
123,1573.2748,47.79285,L
94,1653.4244,55.551048,L
98,1613.2866,53.643509,W
113,1622.2397,54.021866,W
105,1375.9777,28.08416,L
105,1491.4738,42.374153,W
95,1623.4902,51.733528,L
99,1372.4608,27.142202,L
108,1426.5995,34.702282,W
108,1558.5857,46.93272,L
111,1600.2485,51.73521,W
112,1459.5265,38.661724,W
96,1408.9393,30.11537,L
91,1555.2517,44.935982,L
106,1349.2362,27.822044,W
110,1509.4697,41.830215,L
115,1603.329,52.028397,W
89,1632.9742,53.659962,L
99,1551.946,47.558281,W
94,1615.4131,53.427292,W
89,1450.277,35.40028,L
92,1555.5052,47.013142,W
88,1237.3705,17.010279,L
118,1623.1362,54.635925,W
99,1623.3096,52.651161,L
90,1511.6522,43.438629,W
85,1524.7402,42.679756,L
83,1236.5872,16.909819,L
84,1363.3262,27.49226,W
127,1536.1859,45.057739,W
124,1309.3281,22.471577,L
81,1563.9078,47.161358,L
96,1643.5748,56.113937,W
94,1444.8276,36.499859,W
89,1474.1971,37.338982,L
123,1606.3358,52.832966,W
106,1371.0824,27.303669,L
120,1506.4629,40.282337,L
129,1476.2314,40.207352,W
105,1620.8624,54.625916,W
94,1561.6107,46.252708,L
91,1392.2344,29.556005,L
99,1603.3118,52.294094,W
118,1438.0302,34.978313,W
115,1368.302,27.569376,L
105,1521.8228,44.248028,W
87,1463.5524,36.533665,L
105,1614.6528,51.864418,L
118,1567.0366,49.124313,W
79,1490.9896,38.825459,L
117,1550.0441,47.72435,W
114,1627.135,54.247082,W
107,1455.4724,36.252079,L
109,1633.681,55.055458,W
100,1556.2886,46.549023,L
89,1557.7334,47.845688,W
80,1364.7856,26.870016,L
109,1537.3578,44.429562,L
113,1649.7493,56.658184,W
93,1612.7648,53.029865,W
84,1308.1563,22.144291,L
87,1362.7654,26.826479,L
93,1563.2366,48.248199,W
94,1633.5737,53.188816,L
96,1235.1277,17.978363,W
107,1604.6526,52.396561,W
102,1440.7224,34.417404,L
92,1514.5697,44.578358,W
81,1577.0369,47.276699,L
107,1477.7971,40.90353,W
89,1655.7883,54.847939,L
115,1455.7986,37.765091,W
97,1491.7047,39.041271,L
125,1629.5276,55.331326,W
100,1609.0715,51.155201,L
96,1453.0798,35.691257,L
99,1361.0302,27.648897,W
91,1548.8994,45.35001,L
95,1551.7742,47.444691,W
115,1386.4746,30.205347,W
104,1365.6097,26.94722,L
105,1641.1835,54.870487,L
107,1532.7477,45.096447,W
109,1435.2456,33.8913,L
125,1558.8589,47.804119,W
83,1366.4584,29.147659,W
78,1568.38,46.633884,L
112,1618.3638,54.106266,W
87,1358.0931,25.984182,L
88,1529.5765,43.594296,L
99,1564.4259,48.482697,W
107,1358.9277,28.509644,W
97,1610.1294,50.767498,L
107,1531.3187,43.217594,L
118,1616.7036,54.132919,W
95,1304.2174,20.952745,L
103,1250.3376,19.053555,W
89,1479.8597,37.920292,L
94,1447.6516,36.801353,W
95,1393.1566,29.879667,L
111,1597.4156,51.483711,W
111,1638.1954,55.135208,W
108,1357.6219,26.746908,L
103,1356.7598,26.60955,L
106,1540.1737,45.504631,W
94,1564.0183,46.514626,L
99,1469.132,39.234962,W
115,1523.3124,44.960011,W
83,1289.5558,19.924013,L
101,1600.7593,51.90567,W
96,1382.2399,28.734062,L
114,1636.2007,56.294292,W
97,1552.5985,45.026432,L
90,1628.3136,54.276066,W
83,1375.5695,28.364927,L
113,1497.6274,41.798958,W
101,1519.7087,42.323769,L
95,1264.9993,18.801357,L
102,1570.6901,48.825439,W
94,1537.7305,45.772766,W
91,1481.7101,38.552441,L
104,1605.0757,52.254974,W
90,1430.0862,33.52639,L
108,1458.3794,37.320564,W
95,1355.2683,26.152132,L
124,1348.4264,27.158697,W
121,1560.4999,46.130833,L
90,1635.958,54.094204,L
103,1639.0576,55.874405,W
97,1628.0305,52.45829,L
106,1536.4171,46.745159,W
93,1426.4938,34.858856,W
80,1544.2545,44.416187,L
94,1350.2723,25.75486,L
96,1276.451,20.263746,W
111,1377.9235,30.396173,W
102,1467.6436,35.980991,L
90,1651.7428,56.759197,W
75,1537.0564,44.488247,L
124,1389.813,30.576006,W
121,1361.2076,26.500078,L
101,1627.9025,54.436306,W
95,1553.6802,46.370079,L
133,1593.4877,52.616394,W
106,1475.186,36.58247,L
103,1463.3754,38.929958,W
91,1647.1132,54.4501,L
117,1610.7675,53.071568,W
114,1547.7186,45.471687,L
89,1531.1903,45.020638,W
85,1608.6681,51.689159,L
96,1531.8822,45.387367,W
89,1439.558,33.974766,L
96,1374.0469,27.193766,L
117,1551.4402,47.792278,W
109,1280.8279,23.970282,W
84,1506.1648,37.098007,L
96,1450.4583,35.122665,L
110,1656.917,57.497726,W
94,1629.8362,54.687832,W
88,1395.1088,29.966627,L
107,1511.1714,41.731411,L
116,1541.6652,46.089249,W
79,1361.5848,26.963449,L
87,1540.5339,45.644539,W
86,1550.0375,44.62447,L
99,1354.0768,28.069157,W
111,1574.0756,49.312866,W
89,1396.9438,30.103218,L
108,1541.3473,47.589359,W
96,1631.5452,52.478615,L
117,1634.2377,54.991882,W
103,1442.1282,34.786976,L
132,1631.6925,54.714233,W
127,1325.7573,23.725513,L
103,1563.9022,46.953655,L
106,1345.8955,26.501165,W
103,1612.4043,53.009956,W
89,1261.6138,18.499697,L
96,1430.9063,33.272694,L
108,1456.2694,37.300919,W
103,1390.7073,29.826698,L
107,1602.8578,51.829765,W
98,1537.0006,44.610416,L
109,1665.2471,57.843121,W
106,1478.796,39.841873,W
94,1505.5206,40.818123,L
120,1461.2354,38.893444,W
113,1617.1388,51.402084,L
93,1547.3159,46.4561,W
88,1487.5034,39.469254,L
113,1423.9891,34.550278,W
103,1578.9097,48.042099,L
101,1669.192,55.2686,L
128,1463.1865,40.300282,W
122,1438.8568,37.160038,W
111,1604.2974,49.555218,L
90,1616.496,53.287083,W
84,1496.8132,40.514343,L
101,1392.1097,29.630194,L
122,1561.9148,48.085835,W
101,1599.9271,52.007225,W
89,1550.8721,45.816883,L
83,1257.5221,18.443518,L
85,1533.0557,44.690254,W
101,1354.0886,26.307697,L
107,1533.1907,44.844177,W
98,1555.7091,47.37035,W
78,1359.103,26.588436,L
90,1543.0157,46.495953,W
83,1637.509,54.222488,L
108,1370.9236,27.301508,L
115,1478.447,39.750168,W
107,1493.917,39.457695,L
112,1483.9473,40.525917,W
85,1387.2412,29.442907,L
93,1610.9777,52.6656,W
90,1461.832,35.902245,L
105,1389.2677,31.014851,W
93,1355.0387,25.776846,L
106,1535.3027,45.76741,W
79,1533.8229,44.477062,L
81,1629.2659,54.414654,W
96,1401.4038,30.562605,L
99,1351.9766,26.729698,W
95,1256.7549,18.231504,L
103,1606.1183,52.28994,W
95,1551.2589,47.492386,W
88,1491.8759,39.28297,L
96,1566.3536,47.145412,L
120,1640.5027,56.071243,W
93,1634.521,53.694645,L
111,1619.3922,54.313786,W
121,1544.6809,46.506618,W
73,1322.9288,23.153244,L
122,1566.7833,48.504887,W
110,1436.5452,34.128944,L
113,1432.4196,33.247849,L
122,1362.7422,28.115898,W
94,1612.9146,51.622833,L
97,1486.6284,40.87582,W
89,1316.2473,24.065201,W
82,1483.8369,38.348537,L
101,1557.5779,47.625702,W
99,1449.6959,35.418362,L
84,1494.0273,39.386795,L
94,1581.3221,50.63895,W
114,1623.6752,54.189152,W
103,1551.3624,45.966343,L
95,1609.0287,52.889797,W
85,1385.3043,28.845465,L
80,1531.7748,43.538826,L
85,1559.7734,48.287491,W
128,1473.2346,37.916958,L
131,1649.2784,56.444878,W
93,1631.314,54.614319,W
91,1544.2028,45.546299,L
94,1253.8445,18.677591,W
93,1482.1686,38.645096,L
84,1560.9662,47.994221,W
80,1396.8073,30.0818,L
106,1630.238,55.19788,W
85,1592.1895,49.69249,L
92,1562.2705,46.44508,L
111,1542.0673,46.7341,W
97,1615.2441,53.931675,W
89,1568.7667,47.171406,L
112,1423.7435,34.465714,W
109,1602.1797,50.442055,L
106,1371.4182,29.95392,W
87,1326.8496,22.432775,L
85,1522.7815,42.47905,L
96,1445.0033,36.464516,W
92,1391.89,29.006037,L
97,1346.1387,26.793398,W
109,1639.7361,55.510483,W
98,1483.16,39.031204,L
102,1497.3633,40.238239,L
116,1570.9089,49.119392,W
124,1628.9113,56.040714,W
84,1653.4131,54.608051,L
96,1259.9407,20.06991,W
87,1379.0889,27.110863,L
98,1356.5731,26.481956,L
101,1626.1794,54.185581,W
103,1476.0724,38.901531,W
102,1455.1313,36.210651,L
111,1546.1263,47.459923,W
87,1582.6914,48.226749,L
77,1565.8834,49.75914,W
63,1557.8314,45.369114,L
85,1435.7183,33.847355,L
104,1550.7651,47.068623,W
102,1360.6927,26.955109,L
113,1643.1326,55.664383,W
97,1353.8793,26.057802,L
115,1512.6534,42.965206,W
99,1553.5726,47.335869,W
95,1633.4495,54.064335,L
107,1469.1,36.917019,L
110,1390.5767,30.894503,W
108,1491.2842,40.529427,W
95,1278.3368,19.855339,L
83,1568.1689,47.356655,L
85,1478.5243,39.794727,W
91,1628.8733,54.465889,W
88,1380.765,28.720085,L
104,1560.6488,46.744835,L
108,1633.3823,55.254906,W
105,1479.7635,39.249187,W
102,1359.0129,26.762659,L
110,1648.942,56.259869,W
79,1307.6912,22.231581,L
97,1556.8292,45.33065,L
111,1576.988,50.801384,W
99,1540.3579,44.952778,L
107,1627.5854,54.441048,W
102,1640.3541,55.604706,W
91,1305.2715,21.917397,L
122,1452.6794,36.648243,W
112,1349.2363,25.675072,L
99,1357.2637,26.296225,L
117,1487.0536,40.36219,W
94,1517.2964,41.999523,L
103,1631.8612,55.321781,W
91,1377.7771,28.421541,L
103,1559.4366,47.656372,W
87,1356.9305,26.148539,L
107,1459.4934,37.613724,W
106,1644.8124,54.962254,L
114,1590.205,51.195778,W
93,1583.3569,50.481041,W
90,1559.6396,46.613354,L
109,1481.8459,39.652683,W
89,1275.5602,19.560244,L
101,1400.1832,30.807621,L
103,1651.3617,56.339531,W
85,1374.6429,29.834463,W
77,1429.6542,32.362286,L
116,1536.3475,46.844395,W
92,1631.5958,52.702541,L
80,1590.5975,50.772705,W
75,1492.4662,40.053623,L
77,1351.8511,25.108112,L
97,1508.0778,43.377506,W
102,1301.4652,21.372625,L
105,1350.2329,26.761307,W
100,1494.0608,41.271133,W
89,1485.6981,38.91227,L
116,1456.9037,38.569614,W
93,1562.5708,45.759277,L
91,1345.0121,25.389647,L
123,1644.1604,55.894428,W
110,1539.9871,44.717079,L
126,1637.1895,55.507114,W
118,1553.677,47.376247,W
92,1399.3009,30.204393,L
98,1593.8302,51.12492,W
96,1597.8279,50.872532,L
104,1552.399,46.23312,L
107,1554.6455,47.223019,W
105,1534.0807,45.795475,W
96,1652.244,55.392727,L
102,1414.9495,31.898184,L
123,1593.5403,51.230621,W
101,1594.5499,51.990959,W
88,1475.3503,37.380272,L
97,1489.5234,39.270699,L
101,1341.8395,26.064642,W
82,1271.708,19.788111,W
81,1294.7822,21.132711,L
139,1643.0958,55.838757,W
113,1393.1469,29.851274,L
94,1559.8311,45.549381,L
101,1389.3477,31.577055,W
123,1641.8507,55.839157,W
103,1478.627,38.402515,L
128,1647.333,56.22628,W
121,1356.9159,26.425062,L
95,1291.8042,22.284861,W
92,1558.335,45.769772,L
118,1389.5208,29.650646,L
119,1646.7219,56.026936,W
91,1544.474,45.062885,L
95,1613.2979,53.379845,W
98,1349.3115,27.353664,W
88,1338.6908,23.87867,L
129,1466.191,39.120369,W
105,1501.132,39.758457,L
93,1521.238,42.833027,L
105,1605.9512,52.495819,W
91,1482.0514,38.201935,L
99,1548.7096,47.284,W
83,1463.9491,36.934856,L
103,1650.9901,56.612083,W
102,1473.7513,38.777145,W
101,1542.097,45.177711,L
119,1597.1082,51.689182,W
108,1544.1241,45.163292,L
97,1410.3077,31.106144,L
105,1544.2256,46.593361,W
91,1598.182,51.491859,W
75,1353.2588,26.181856,L
93,1324.7007,23.720879,L
101,1558.9302,47.470863,W
121,1646.7263,56.119339,W
102,1407.0817,31.271353,L
117,1641.0798,56.291592,W
95,1620.3645,52.358032,L
121,1602.858,50.965961,L
127,1516.0336,43.602993,W
125,1538.3743,45.695751,W
123,1655.274,56.149155,L
124,1480.6155,38.941364,L
126,1611.1556,52.660931,W
95,1649.8088,55.662094,L
96,1486.7075,40.284882,W
126,1459.6652,37.864403,W
83,1305.9136,21.551025,L
93,1537.4073,44.302963,L
104,1538.5132,45.934357,W
88,1468.5961,36.484653,L
133,1552.2048,47.952641,W
87,1600.8424,51.711151,W
85,1523.3956,43.368855,L
110,1387.4524,30.982119,W
94,1478.905,37.51939,L
114,1545.8169,45.466984,L
118,1530.1036,44.773037,W
107,1322.8751,22.38378,L
124,1402.3285,32.678673,W
79,1471.8308,37.681553,L
96,1609.7314,52.839443,W
101,1543.5104,46.327297,W
94,1363.3016,26.786549,L
81,1274.686,19.457825,L
90,1560.7557,47.912376,W
116,1650.1379,56.249466,W
105,1296.9827,21.461023,L
112,1648.7903,53.457451,L
127,1491.729,43.179047,W
85,1477.3352,39.05389,W
82,1403.9991,31.009935,L
103,1651.7129,55.002312,L
111,1612.8661,54.005127,W
115,1595.496,51.651772,W
101,1350.5984,25.549519,L
103,1541.3019,46.419571,W
98,1521.1553,42.404259,L
98,1401.072,30.304491,L
110,1626.9575,54.652439,W
91,1602.4755,52.246506,W
86,1465.2854,36.884476,L
96,1307.1031,22.199844,L
105,1519.3402,43.410622,W
99,1270.3617,19.094624,L
108,1534.6187,45.273144,W
114,1466.842,39.041283,W
103,1614.7202,51.576115,L
108,1621.1791,54.191032,W
100,1479.9803,38.243423,L
123,1637.6216,55.329067,W
91,1357.1895,26.461119,L
107,1343.6189,25.075308,L
121,1644.7874,56.144234,W
117,1418.1005,33.177326,W
113,1455.3257,35.972919,L
118,1549.6226,47.128136,W
106,1550.5176,45.615021,L
86,1565.4752,48.418533,W
80,1539.4327,44.797146,L
85,1603.0828,49.035702,L
116,1650.0836,58.519012,W
90,1338.3226,24.979479,L
94,1601.7024,51.681496,W
80,1511.9396,41.871914,L
89,1565.0801,48.428837,W
110,1479.8599,38.874672,L
113,1651.2466,56.393166,W
127,1628.9313,54.329018,W
122,1401.354,30.865114,L
111,1353.6521,28.009146,W
103,1459.1801,35.165413,L
108,1633.858,54.82914,W
99,1394.1715,30.119213,L
95,1295.874,21.860918,W
93,1399.8849,30.383724,L
91,1265.5476,18.738472,L
114,1450.3801,36.467804,W
94,1472.2281,38.478573,W
88,1304.8885,22.013857,L
104,1608.5808,52.842167,W
103,1641.1589,54.758022,L
112,1506.8606,42.399681,W
90,1337.2456,24.53421,L
92,1423.046,32.653851,L
95,1542.7307,46.151943,W
101,1570.0575,47.583618,L
108,1677.0084,59.215668,W
103,1570.1591,49.908886,W
93,1576.158,47.543182,L
92,1602.7794,50.121387,L
103,1392.2738,31.675352,W
98,1370.288,27.737909,L
106,1521.5548,43.711655,W
89,1557.4094,47.574188,W
88,1478.2676,38.419159,L
121,1652.8389,56.518864,W
99,1260.7646,18.635345,L
102,1511.8959,43.259277,W
85,1473.9106,37.562489,L
98,1417.8536,32.353111,L
106,1561.7664,47.879967,W
78,1561.8586,46.703049,L
92,1561.463,48.417862,W
100,1534.8505,43.766048,L
109,1630.4004,55.249367,W
83,1635.7557,53.776783,L
88,1586.9828,51.232059,W
103,1614.7485,53.339542,W
88,1300.7773,21.437517,L
95,1455.1631,36.21204,L
96,1474.4792,38.736805,W
111,1634.9912,55.064137,W
90,1394.9816,30.061687,L
105,1332.2103,24.005537,L
114,1547.9231,46.774971,W
96,1367.4069,27.515495,L
102,1524.9568,44.013706,W
88,1302.6375,21.588934,L
108,1654.2357,56.982803,W
105,1452.6929,35.490955,L
122,1524.4359,44.440166,W
102,1584.854,50.068344,W
87,1259.3678,18.517941,L
101,1326.1633,23.541477,L
114,1414.8579,32.893131,W
119,1640.2941,55.463745,W
102,1365.0341,27.298016,L
129,1553.9701,48.618904,W
83,1531.4205,42.552689,L
90,1408.0704,31.388212,L
106,1638.2892,55.331078,W
109,1553.2708,49.091461,W
77,1659.4244,54.85038,L
108,1570.0509,47.108784,L
116,1564.7621,49.180271,W
84,1465.6992,35.877472,L
98,1297.4487,22.9366,W
118,1442.5442,34.581776,L
128,1685.2073,59.691696,W
98,1476.9495,39.521107,W
85,1257.7709,17.974085,L
117,1586.4509,50.879143,W
105,1598.1967,50.424751,L
97,1295.584,21.331177,L
108,1619.9419,53.464828,W
96,1320.7908,23.221813,L
99,1520.1073,43.649933,W
97,1590.0308,49.716957,L
100,1420.2305,33.610775,W
91,1250.2781,17.892206,L
100,1577.5923,49.295235,W
98,1405.1788,31.66202,W
93,1294.2693,21.109245,L
97,1445.7083,35.181057,L
108,1624.5419,54.061344,W
118,1642.6234,56.309513,W
108,1513.3564,41.579128,L
88,1484.4423,38.419849,L
97,1362.7047,28.287403,W
124,1635.9843,55.014629,W
107,1313.6919,22.787251,L
77,1391.6836,28.282009,L
115,1576.7109,50.938885,W
92,1436.853,34.171078,L
104,1572.0342,49.025257,W
88,1527.3296,43.218678,L
114,1641.1808,56.027023,W
94,1519.7191,43.791782,W
78,1407.9364,31.118374,L
107,1557.2207,49.10976,W
96,1651.9114,54.501289,L
113,1621.2566,53.648075,W
108,1442.6964,34.983063,L
101,1637.7545,55.629932,W
96,1523.845,42.951309,L
93,1427.3256,33.314423,L
95,1648.7913,56.291813,W
79,1595.2217,48.970753,L
89,1473.9172,40.483681,W
103,1627.5537,54.404774,W
100,1623.1843,53.300194,L
104,1432.8328,33.635483,L
115,1504.0685,42.131027,W
91,1594.6168,51.212849,W
88,1373.2297,27.967381,L
104,1249.136,18.625202,W
92,1311.9216,21.94718,L
101,1373.1729,27.285879,L
110,1449.4561,36.975292,W
108,1690.8984,59.745022,W
101,1291.5117,21.057775,L
113,1582.9357,50.346817,W
99,1317.0531,22.688068,L
96,1578.7344,50.020336,W
85,1575.5143,48.237915,L
84,1440.7687,36.054855,W
77,1402.4523,30.097197,L
104,1631.2085,53.159897,L
118,1525.2032,45.160809,W
103,1576.8925,49.751698,W
97,1427.569,32.98877,L
97,1369.8452,29.032867,W
95,1589.2467,49.226082,L
108,1290.8695,20.534081,L
134,1632.2396,55.114502,W
84,1259.2301,18.451984,L
93,1460.0544,37.220551,W
86,1651.7153,57.033192,W
81,1598.0013,50.394413,L
91,1644.4359,55.866833,W
70,1362.5745,27.044752,L
97,1493.6246,40.106556,L
98,1424.4015,33.67902,W
108,1392.048,31.728588,W
103,1619.5295,51.700329,L
131,1691.5406,60.011162,W
124,1576.0544,48.699936,L
99,1517.1636,43.275795,W
95,1451.173,35.734547,L
77,1421.1788,33.669899,W
73,1538.3503,44.461067,L
98,1578.0472,48.790825,L
99,1659.9912,57.414856,W
96,1509.3323,42.332504,W
88,1284.2755,20.383039,L
94,1256.8706,20.953711,W
75,1618.0614,49.959854,L
90,1462.4139,36.672832,L
107,1589.7255,50.916862,W
116,1301.8275,23.001007,W
110,1359.9803,25.886946,L
109,1310.7421,23.95167,W
101,1568.2788,46.724369,L
101,1602.972,52.403744,W
92,1427.9978,32.947147,L
98,1585.9698,49.466568,L
109,1647.03,56.368111,W
129,1638.8336,55.630997,W
113,1531.6212,43.875725,L
95,1490.0283,40.933865,W
88,1572.8346,47.898743,L
115,1694.7605,60.605068,W
91,1583.2826,49.020454,L
80,1520.2653,40.692516,L
92,1347.3547,28.171329,W
111,1580.439,49.773716,W
110,1610.2036,52.106606,L
93,1553.478,45.341717,L
97,1381.0447,30.329664,W
97,1408.6055,31.133307,L
108,1652.5609,56.906105,W
86,1314.4531,22.670738,L
99,1664.3053,57.758522,W
105,1511.2548,42.121189,L
106,1573.7332,48.994495,W
83,1576.0068,47.256317,L
92,1282.353,21.772646,W
93,1420.7662,31.719379,L
121,1448.0713,37.003357,W
93,1594.9987,52.770901,W
77,1585.3641,48.042248,L
115,1325.5428,23.657505,L
120,1394.429,30.663189,W
102,1702.0363,60.851658,W
87,1289.5679,20.710472,L
115,1564.9463,46.972141,L
122,1644.4475,56.453117,W
112,1497.9166,41.424881,W
103,1427.908,33.195599,L
118,1408.5129,31.24115,L
120,1509.2384,42.626102,W
99,1583.5026,49.948528,W
97,1457.1407,36.491585,L
93,1540.0938,45.498825,W
86,1286.5088,20.590673,L
93,1402.6034,30.370047,L
106,1614.0077,53.513618,W
112,1658.563,57.401253,W
108,1526.0073,43.291916,L
106,1566.3551,48.585148,W
96,1310.5356,22.224812,L
89,1495.6157,40.19455,L
99,1575.7495,49.472462,W
108,1555.8892,47.552216,W
97,1299.7,21.312483,L
114,1460.3246,36.653091,L
115,1607.14,52.433792,W
94,1668.2228,58.114723,W
84,1558.6599,46.836166,L
98,1372.0043,27.680489,L
102,1322.1399,24.108671,W
89,1490.8676,40.520615,W
84,1403.694,30.934069,L
91,1394.8418,29.615515,L
117,1705.0953,61.468189,W
101,1554.5654,47.355804,W
